timestamp,x_robot_mm,y_robot_mm,z_robot_mm,angle_deg,pixel_size,area
1772013479.740579,699.65,-44.24,498.86,13.67,132.8,16529
1772013479.7795117,699.53,-44.19,499.22,13.76,133.0,16536
1772013479.8186386,699.67,-44.25,498.77,13.63,132.8,16538
1772013479.8576517,699.5,-44.18,499.31,13.63,133.0,16536
1772013479.8955905,699.64,-44.23,498.89,13.57,132.8,16532
1772013479.9384053,699.68,-44.25,498.77,13.63,132.8,16531
1772013479.9763908,699.69,-44.24,498.77,13.63,132.8,16521
1772013480.011587,699.65,-44.23,498.86,13.76,132.8,16530
1772013480.0509763,699.65,-44.23,498.86,13.76,132.8,16537
1772013480.087306,699.61,-44.22,498.98,13.67,132.9,16527
1772013480.1244345,699.6,-44.22,498.98,13.67,132.9,16526
1772013480.1644351,699.66,-44.25,498.8,13.67,132.8,16533
1772013480.2372754,699.76,-44.28,498.51,13.63,132.7,16527
1772013480.2941122,699.58,-44.2,499.04,13.63,132.9,16528
1772013480.3241751,699.53,-44.18,499.21,13.5,133.0,16548
1772013480.3510702,699.74,-44.26,498.58,13.57,132.7,16525
1772013480.376743,699.83,-44.29,498.34,13.78,132.6,16529
1772013480.4052315,699.84,-44.3,498.3,13.63,132.6,16538
1772013480.4278083,699.81,-44.28,498.42,13.5,132.6,16537
1772013480.4559467,699.75,-44.25,498.61,13.39,132.7,16529
1772013480.4901989,699.84,-44.29,498.32,13.76,132.6,16524
1772013480.533219,699.51,-44.14,499.34,13.39,133.0,16527
1772013480.580885,699.64,-44.21,498.95,13.5,132.9,16529
1772013480.6264598,699.56,-44.18,499.19,13.3,133.0,16558
1772013480.665433,699.61,-44.22,499.03,13.39,132.9,16528
1772013480.695407,699.61,-44.22,499.03,13.39,132.9,16523
1772013480.7296305,699.62,-44.23,499.03,13.39,132.9,16529
1772013480.7646985,699.66,-44.25,498.88,13.78,132.8,16539
1772013480.7952266,699.66,-44.25,498.88,13.78,132.8,16541
1772013480.839217,699.66,-44.25,498.88,13.78,132.8,16541
1772013480.8783019,699.65,-44.25,498.88,13.78,132.8,16535
1772013480.9110315,699.83,-44.32,498.34,13.78,132.6,16534
1772013480.9384632,699.83,-44.31,498.34,13.78,132.6,16531
1772013480.9638302,699.65,-44.23,498.88,13.78,132.8,16537
1772013480.9883144,699.69,-44.25,498.75,13.78,132.8,16542
1772013481.0128636,699.74,-44.27,498.6,13.65,132.7,16543
1772013481.0393152,699.73,-44.27,498.62,13.67,132.7,16530
1772013481.0645971,699.64,-44.23,498.93,13.8,132.9,16541
1772013481.0942547,700.15,-44.44,497.39,14.04,132.2,16101
1772013481.1195972,700.32,-44.51,496.83,14.04,131.9,15931
1772013481.1473243,699.73,-44.25,498.62,13.67,132.7,16507
1772013481.1753902,699.85,-44.3,498.27,13.67,132.6,16536
1772013481.2067988,699.84,-44.3,498.27,13.67,132.6,16526
1772013481.2322717,699.66,-44.23,498.8,13.67,132.8,16528
1772013481.2634437,699.74,-44.27,498.56,13.67,132.7,16530
1772013481.2925916,699.65,-44.23,498.86,13.76,132.8,16530
1772013481.3238246,699.75,-44.27,498.56,13.67,132.7,16547
1772013481.3564312,699.67,-44.25,498.8,13.67,132.8,16532
1772013481.3952007,699.84,-44.32,498.27,13.67,132.6,16524
1772013481.427282,699.84,-44.31,498.25,13.65,132.6,16531
1772013481.4603717,699.83,-44.31,498.27,13.67,132.6,16527
1772013481.4932804,699.71,-44.26,498.62,13.67,132.7,16523
1772013481.524353,699.72,-44.27,498.56,13.67,132.7,16530
1772013481.5565908,699.65,-44.23,498.77,13.71,132.8,16531
1772013481.591445,699.64,-44.22,498.83,13.71,132.8,16529
1772013481.6264548,699.83,-44.3,498.25,13.78,132.6,16521
1772013481.658535,699.66,-44.23,498.75,13.78,132.8,16527
1772013481.6903412,699.66,-44.23,498.76,13.84,132.8,16559
1772013481.7253244,699.94,-44.34,497.94,14.04,132.4,16556
1772013481.7584536,699.61,-44.2,498.92,13.85,132.9,16549
1772013481.7923727,699.75,-44.27,498.49,14.04,132.7,16548
1772013481.825442,699.57,-44.19,499.04,14.04,132.9,16544
1772013481.862692,699.62,-44.21,498.89,13.8,132.8,16546
1772013481.896125,699.62,-44.22,498.89,13.8,132.8,16547
1772013481.9290333,699.74,-44.28,498.49,14.04,132.7,16547
1772013481.963697,699.56,-44.19,499.04,14.04,132.9,16551
1772013482.0028229,699.61,-44.22,498.88,13.78,132.8,16549
1772013482.0598187,699.7,-44.25,498.62,13.67,132.7,16546
1772013482.0936084,699.56,-44.18,499.04,14.04,132.9,16554
1772013482.1405144,699.56,-44.18,499.04,14.04,132.9,16559
1772013482.1742077,699.56,-44.18,499.04,14.04,132.9,16553
1772013482.2070546,699.56,-44.17,499.04,14.04,132.9,16539
1772013482.2351494,699.56,-44.17,499.04,14.04,132.9,16549
1772013482.2589276,699.74,-44.26,498.49,14.04,132.7,16550
1772013482.2863271,699.55,-44.18,499.04,14.04,132.9,16540
1772013482.3138487,699.55,-44.17,499.04,14.04,132.9,16541
1772013482.3403482,699.56,-44.17,499.04,14.04,132.9,16544
1772013482.3703365,699.56,-44.17,499.04,14.04,132.9,16545
1772013482.3999662,699.56,-44.17,499.04,14.04,132.9,16539
1772013482.4287357,699.74,-44.24,498.49,14.04,132.7,16545
1772013482.4617512,699.56,-44.16,499.04,14.04,132.9,16547
1772013482.494281,699.74,-44.23,498.49,14.04,132.7,16543
1772013482.5308776,699.56,-44.15,499.04,14.04,132.9,16549
1772013482.5634744,699.67,-44.21,498.71,13.78,132.8,16549
1772013482.59621,699.67,-44.21,498.71,13.78,132.8,16548
1772013482.6328545,699.66,-44.22,498.73,13.8,132.8,16538
1772013482.6625645,699.66,-44.22,498.73,13.8,132.8,16546
1772013482.6950748,699.6,-44.2,498.93,13.71,132.9,16535
1772013482.7302437,699.77,-44.27,498.45,13.71,132.6,16539
1772013482.7643907,699.76,-44.26,498.5,13.71,132.7,16538
1772013482.795919,699.76,-44.26,498.5,13.74,132.7,16533
1772013482.828703,699.66,-44.21,498.83,13.71,132.8,16540
1772013482.8600197,699.81,-44.28,498.38,13.78,132.6,16547
1772013482.8955114,699.77,-44.25,498.49,14.04,132.7,16543
1772013482.9272084,699.82,-44.27,498.34,13.78,132.6,16535
1772013482.9609277,699.83,-44.27,498.29,13.78,132.6,16541
1772013482.9944088,699.83,-44.27,498.29,13.78,132.6,16520
1772013483.0265317,699.49,-44.14,499.31,13.71,133.0,16527
1772013483.0609407,699.48,-44.15,499.31,13.71,133.0,16552
1772013483.0953493,699.8,-44.28,498.36,13.74,132.6,16547
1772013483.1264706,699.81,-44.28,498.34,13.78,132.6,16539
1772013483.159469,699.8,-44.28,498.34,13.71,132.6,16549
1772013483.1923919,699.81,-44.28,498.34,13.78,132.6,16546
1772013483.2372968,699.75,-44.24,498.49,14.04,132.7,16548
1772013483.2703342,699.82,-44.27,498.31,13.74,132.6,16547
1772013483.3145971,699.76,-44.24,498.49,14.04,132.7,16538
1772013483.3511631,699.81,-44.26,498.34,13.78,132.6,16538
1772013483.3874745,699.78,-44.25,498.41,13.74,132.6,16545
1772013483.4299083,699.78,-44.25,498.4,13.71,132.6,16550
1772013483.4687247,699.73,-44.23,498.57,13.63,132.7,16547
1772013483.501562,699.7,-44.22,498.67,13.71,132.7,16544
1772013483.5310223,699.84,-44.28,498.26,13.74,132.6,16536
1772013483.5640101,699.83,-44.28,498.28,13.76,132.6,16549
1772013483.593113,699.68,-44.22,498.73,13.76,132.8,16555
1772013483.6198997,699.66,-44.22,498.77,13.71,132.8,16520
1772013483.6451964,699.78,-44.27,498.4,13.71,132.6,16551
1772013483.6721587,699.82,-44.28,498.29,13.71,132.6,16548
1772013483.7026908,699.43,-44.11,499.46,13.67,133.1,16537
1772013483.7319214,699.43,-44.13,499.44,13.63,133.1,16531
1772013483.7648752,699.43,-44.15,499.44,13.63,133.1,16530
1772013483.7963943,699.58,-44.22,498.97,13.63,132.9,16531
1772013483.8293061,699.42,-44.14,499.49,13.57,133.1,16532
1772013483.8607707,699.45,-44.14,499.42,13.71,133.1,16532
1772013483.8933425,699.58,-44.2,499.04,14.04,132.9,16538
1772013483.9352555,699.4,-44.12,499.59,14.04,133.2,16536
1772013483.9889188,699.41,-44.13,499.59,14.04,133.2,16539
1772013484.045419,699.41,-44.14,499.59,14.04,133.2,16540
1772013484.1066153,699.47,-44.18,499.4,13.76,133.1,16548
1772013484.167787,699.47,-44.19,499.4,13.76,133.1,16548
1772013484.2299821,699.64,-44.26,498.86,13.76,132.8,16540
1772013484.2918503,699.64,-44.26,498.86,13.76,132.8,16547
1772013484.351012,699.46,-44.19,499.4,13.76,133.1,16530
1772013484.4088137,699.6,-44.25,498.93,13.71,132.9,16534
1772013484.4663336,699.64,-44.26,498.85,13.74,132.8,16538
1772013484.526775,699.64,-44.26,498.85,13.74,132.8,16541
1772013484.587855,699.46,-44.19,499.38,13.74,133.1,16542
1772013484.654331,699.64,-44.27,498.85,13.74,132.8,16545
1772013484.7205765,699.61,-44.25,498.93,13.71,132.9,16539
1772013484.7887125,699.62,-44.25,498.88,13.78,132.8,16525
1772013484.8575768,699.57,-44.21,499.04,14.04,132.9,16523
1772013484.8954043,699.64,-44.24,498.84,13.78,132.8,16509
1772013484.959455,699.63,-44.24,498.84,13.78,132.8,16504
1772013484.9997933,699.62,-44.23,498.86,13.76,132.8,16510
1772013485.0242128,699.62,-44.23,498.86,13.76,132.8,16515
1772013485.047466,699.56,-44.2,499.04,14.04,132.9,16515
1772013485.0691795,699.56,-44.19,499.04,14.04,132.9,16514
1772013485.0934455,699.62,-44.22,498.84,13.78,132.8,16514
1772013485.119644,699.61,-44.21,498.88,13.78,132.8,16515
1772013485.146294,699.6,-44.21,498.89,13.8,132.8,16525
1772013485.1704092,699.6,-44.21,498.89,13.8,132.8,16522
1772013485.197934,699.61,-44.22,498.88,13.78,132.8,16540
1772013485.2259996,699.66,-44.24,498.71,13.78,132.8,16526
1772013485.269513,699.55,-44.19,499.04,14.04,132.9,16533
1772013485.3285973,699.63,-44.22,498.82,13.76,132.8,16522
1772013485.3928244,699.62,-44.22,498.88,13.78,132.8,16536
1772013485.4517283,699.64,-44.23,498.82,13.76,132.8,16530
1772013485.5087273,699.64,-44.23,498.84,13.78,132.8,16527
1772013485.5674188,699.62,-44.22,498.89,13.8,132.8,16532
1772013485.6306555,699.64,-44.23,498.84,13.78,132.8,16530
1772013485.6900852,699.8,-44.29,498.37,13.76,132.6,16519
1772013485.7552376,699.81,-44.3,498.31,13.74,132.6,16489
1772013485.8218145,699.63,-44.22,498.85,13.74,132.8,16498
1772013485.8807447,699.57,-44.19,499.04,14.04,132.9,16500
1772013485.9509022,699.64,-44.22,498.85,13.74,132.8,16494
1772013486.0159516,699.75,-44.26,498.49,14.04,132.7,16520
1772013486.095375,699.75,-44.24,498.49,14.04,132.7,16546
1772013486.1696703,699.75,-44.23,498.49,14.04,132.7,16517
1772013486.2130642,699.75,-44.22,498.49,14.04,132.7,16546
1772013486.2507691,699.81,-44.25,498.34,13.78,132.6,16546
1772013486.27995,699.8,-44.25,498.35,13.8,132.6,16548
1772013486.318826,699.81,-44.25,498.34,13.78,132.6,16522
1772013486.3502796,699.67,-44.2,498.75,13.78,132.8,16547
1772013486.373432,699.62,-44.19,498.88,13.78,132.8,16545
1772013486.3956945,699.62,-44.2,498.88,13.78,132.8,16545
1772013486.418881,699.8,-44.27,498.35,13.8,132.6,16516
1772013486.441253,699.94,-44.34,497.94,14.04,132.4,16546
1772013486.4633617,699.79,-44.27,498.41,13.74,132.6,16533
1772013486.4915392,699.8,-44.27,498.41,13.74,132.6,16527
1772013486.522585,699.78,-44.26,498.45,13.74,132.6,16507
1772013486.5559058,699.96,-44.33,497.94,14.04,132.4,16512
1772013486.5961502,699.71,-44.23,498.7,13.74,132.8,16507
1772013486.652068,699.71,-44.23,498.71,13.63,132.8,16495
1772013486.709578,699.95,-44.34,497.94,14.04,132.4,16498
1772013486.7675185,699.95,-44.34,497.94,14.04,132.4,16498
1772013486.8278203,699.65,-44.21,498.84,13.78,132.8,16540
1772013486.8896081,699.65,-44.22,498.86,13.76,132.8,16540
1772013486.947356,699.65,-44.23,498.86,13.76,132.8,16534
1772013487.0022578,699.78,-44.29,498.49,14.04,132.7,16534
1772013487.067098,699.68,-44.26,498.79,13.65,132.8,16538
1772013487.126215,699.67,-44.25,498.84,13.78,132.8,16542
1772013487.1943705,699.66,-44.25,498.88,13.78,132.8,16536
1772013487.264622,699.67,-44.25,498.86,13.76,132.8,16530
1772013487.3062344,699.66,-44.25,498.88,13.78,132.8,16533
1772013487.3366187,699.67,-44.26,498.82,13.76,132.8,16522
1772013487.3621829,699.77,-44.31,498.49,14.04,132.7,16518
1772013487.3929758,699.77,-44.31,498.49,14.04,132.7,16523
1772013487.432108,699.77,-44.31,498.49,14.04,132.7,16522
1772013487.4582114,699.66,-44.26,498.84,13.78,132.8,16535
1772013487.5136523,699.66,-44.26,498.82,13.76,132.8,16538
1772013487.5381417,699.66,-44.26,498.82,13.76,132.8,16538
1772013487.5628324,699.65,-44.25,498.84,13.78,132.8,16546
1772013487.5912197,699.64,-44.24,498.84,13.78,132.8,16537
1772013487.622897,699.31,-44.08,499.84,13.32,133.3,16544
1772013487.6556711,699.24,-44.05,500.04,13.63,133.3,16540
1772013487.68894,699.59,-44.21,498.97,13.63,132.9,16531
1772013487.7226355,699.7,-44.25,498.67,13.78,132.7,16513
1772013487.7586393,699.82,-44.3,498.32,13.76,132.6,16505
1772013487.7928927,699.65,-44.23,498.82,13.76,132.8,16516
1772013487.8263896,699.82,-44.29,498.32,13.76,132.6,16534
1772013487.8628516,699.82,-44.29,498.34,13.78,132.6,16509
1772013487.8944287,699.83,-44.28,498.34,13.78,132.6,16517
1772013487.9272747,699.68,-44.22,498.75,13.78,132.8,16528
1772013487.9658766,699.65,-44.21,498.84,13.63,132.8,16528
1772013487.99739,699.69,-44.23,498.73,13.76,132.8,16527
1772013488.0275538,699.69,-44.23,498.73,13.76,132.8,16525
1772013488.0637941,699.64,-44.22,498.86,13.76,132.8,16535
1772013488.0943449,699.82,-44.29,498.32,13.76,132.6,16526
1772013488.1283002,699.81,-44.29,498.32,13.76,132.6,16515
1772013488.1634173,699.62,-44.19,498.93,13.39,132.9,16538
1772013488.1944551,699.76,-44.26,498.49,14.04,132.7,16543
1772013488.229318,699.69,-44.23,498.73,13.76,132.8,16540
1772013488.263526,699.64,-44.22,498.84,13.78,132.8,16522
1772013488.2890155,699.67,-44.23,498.75,13.78,132.8,16538
1772013488.3235753,699.78,-44.28,498.4,13.71,132.6,16537
1772013488.3610046,699.8,-44.28,498.34,13.78,132.6,16536
1772013488.3944795,699.62,-44.21,498.88,13.78,132.8,16543
1772013488.426687,699.59,-44.2,498.97,13.63,132.9,16503
1772013488.4675763,699.59,-44.2,498.97,13.63,132.9,16505
1772013488.4991326,699.66,-44.23,498.77,13.5,132.8,16532
1772013488.529851,699.68,-44.23,498.71,13.63,132.8,16538
1772013488.5634549,699.71,-44.24,498.64,13.63,132.7,16507
1772013488.594513,699.71,-44.24,498.64,13.63,132.7,16536
1772013488.641211,699.69,-44.23,498.71,13.63,132.8,16537
1772013488.6650543,699.69,-44.23,498.71,13.63,132.8,16535
1772013488.710161,699.7,-44.23,498.71,13.63,132.8,16534
1772013488.7472117,699.63,-44.2,498.89,13.8,132.8,16534
1772013488.7692583,699.8,-44.28,498.35,13.8,132.6,16535
1772013488.7998457,699.8,-44.27,498.35,13.8,132.6,16535
1772013488.8273742,699.63,-44.2,498.85,13.8,132.8,16539
1772013488.8594956,699.63,-44.21,498.85,13.8,132.8,16525
1772013488.8934388,699.62,-44.21,498.85,13.8,132.8,16529
1772013488.9266593,699.62,-44.22,498.85,13.8,132.8,16526
1772013488.9611292,699.8,-44.29,498.31,13.8,132.6,16527
1772013488.9981046,699.65,-44.23,498.73,13.8,132.8,16526
1772013489.0294957,699.65,-44.23,498.73,13.8,132.8,16530
1772013489.061924,699.78,-44.28,498.35,13.8,132.6,16524
1772013489.0963042,699.8,-44.28,498.31,13.8,132.6,16527
1772013489.1263664,699.78,-44.27,498.35,13.8,132.6,16527
1772013489.1623795,699.79,-44.27,498.35,13.8,132.6,16525
1772013489.1963248,699.79,-44.27,498.35,13.8,132.6,16533
1772013489.2283125,699.63,-44.2,498.85,13.8,132.8,16519
1772013489.2634168,699.8,-44.27,498.35,13.8,132.6,16524
1772013489.2954037,699.8,-44.27,498.35,13.8,132.6,16529
1772013489.3283126,699.8,-44.27,498.35,13.8,132.6,16529
1772013489.363116,699.81,-44.27,498.35,13.8,132.6,16529
1772013489.3951294,699.81,-44.26,498.35,13.8,132.6,16524
1772013489.4291322,699.81,-44.26,498.35,13.8,132.6,16527
1772013489.463403,699.81,-44.26,498.35,13.8,132.6,16522
1772013489.4950123,699.81,-44.26,498.35,13.8,132.6,16518
1772013489.5274882,699.81,-44.26,498.35,13.8,132.6,16525
1772013489.5597637,699.8,-44.26,498.35,13.8,132.6,16526
1772013489.5890875,699.8,-44.26,498.35,13.8,132.6,16527
1772013489.6231363,700.31,-44.49,496.83,14.04,131.9,16046
1772013489.6561675,699.81,-44.26,498.35,13.8,132.6,16510
1772013489.6905906,699.84,-44.28,498.27,13.67,132.6,16523
1772013489.72097,699.65,-44.21,498.85,13.74,132.8,16520
1772013489.756425,699.68,-44.23,498.74,13.67,132.8,16510
1772013489.7887561,699.81,-44.29,498.36,13.74,132.6,16506
1772013489.8207266,699.81,-44.28,498.36,13.74,132.6,16510
1772013489.8714645,699.64,-44.22,498.85,13.74,132.8,16516
1772013489.8940766,699.63,-44.22,498.85,13.74,132.8,16513
1772013489.9443083,699.64,-44.23,498.8,13.74,132.8,16512
1772013489.971492,699.62,-44.23,498.85,13.74,132.8,16524
1772013490.007024,699.62,-44.23,498.85,13.74,132.8,16509
1772013490.0402648,699.66,-44.25,498.74,13.67,132.8,16505
1772013490.0621388,699.6,-44.23,498.9,13.74,132.8,16520
1772013490.0886736,699.65,-44.25,498.74,13.67,132.8,16512
1772013490.1222696,699.66,-44.26,498.74,13.67,132.8,16513
1772013490.1597364,699.79,-44.31,498.36,13.74,132.6,16512
1772013490.1903005,699.62,-44.23,498.9,13.74,132.8,16521
1772013490.2216413,699.64,-44.24,498.85,13.74,132.8,16513
1772013490.2550535,699.61,-44.23,498.93,13.71,132.9,16523
1772013490.2882059,699.58,-44.21,499.04,13.63,132.9,16522
1772013490.323432,699.58,-44.21,499.04,13.63,132.9,16520
1772013490.3577132,699.65,-44.24,498.84,13.78,132.8,16515
1772013490.390271,699.65,-44.24,498.84,13.78,132.8,16513
1772013490.4453933,699.62,-44.22,498.93,13.71,132.9,16519
1772013490.5017843,699.65,-44.24,498.82,13.76,132.8,16528
1772013490.5645247,699.64,-44.23,498.88,13.71,132.8,16519
1772013490.6226978,699.63,-44.23,498.88,13.71,132.8,16516
1772013490.689489,699.62,-44.23,498.88,13.71,132.8,16528
1772013490.7485359,699.64,-44.24,498.82,13.76,132.8,16520
1772013490.810825,699.82,-44.31,498.29,13.78,132.6,16488
1772013490.874322,699.74,-44.28,498.49,14.04,132.7,16496
1772013490.9198627,699.58,-44.21,498.98,13.67,132.9,16511
1772013490.9503417,699.57,-44.2,498.98,13.67,132.9,16514
1772013490.974745,699.66,-44.24,498.71,13.78,132.8,16507
1772013491.0020828,699.66,-44.24,498.71,13.78,132.8,16508
1772013491.0275683,699.65,-44.24,498.71,13.78,132.8,16509
1772013491.077046,699.66,-44.24,498.71,13.78,132.8,16510
1772013491.102782,699.8,-44.29,498.29,13.78,132.6,16503
1772013491.12554,699.8,-44.28,498.29,13.78,132.6,16497
1772013491.1783876,699.92,-44.33,497.94,14.04,132.4,16505
1772013491.2010427,699.92,-44.33,497.94,14.04,132.4,16503
1772013491.229576,699.67,-44.22,498.71,13.63,132.8,16503
1772013491.260554,699.57,-44.17,499.04,14.04,132.9,16508
1772013491.2931561,699.64,-44.2,498.84,13.63,132.8,16505
1772013491.3291945,699.63,-44.2,498.91,13.63,132.8,16508
1772013491.379547,699.67,-44.22,498.77,13.8,132.8,16497
1772013491.4372234,699.64,-44.21,498.88,13.78,132.8,16515
1772013491.5047302,699.68,-44.23,498.75,13.78,132.8,16497
1772013491.5659678,699.82,-44.29,498.34,13.78,132.6,16512
1772013491.6235409,699.82,-44.28,498.34,13.78,132.6,16479
1772013491.6791806,699.82,-44.28,498.34,13.78,132.6,16497
1772013491.7675946,699.81,-44.28,498.35,13.8,132.6,16519
1772013491.8274832,699.51,-44.15,499.31,13.63,133.0,16530
1772013491.8549411,699.66,-44.22,498.85,13.74,132.8,16516
1772013491.9076018,699.65,-44.23,498.85,13.74,132.8,16525
1772013491.968999,699.56,-44.2,499.14,13.74,133.0,16531
1772013492.0361729,699.59,-44.22,499.04,13.67,132.9,16522
1772013492.1005435,699.75,-44.29,498.56,13.67,132.7,16502
1772013492.1686394,700.32,-44.54,496.83,14.04,131.9,16079
1772013492.2186913,699.7,-44.26,498.71,13.63,132.8,16503
1772013492.2501857,699.63,-44.23,498.88,13.78,132.8,16531
1772013492.2776935,699.68,-44.25,498.73,13.76,132.8,16511
1772013492.3009863,699.63,-44.23,498.88,13.78,132.8,16508
1772013492.3386226,699.62,-44.23,498.88,13.78,132.8,16535
1772013492.3678389,699.62,-44.23,498.88,13.78,132.8,16518
1772013492.414203,699.64,-44.25,498.8,13.67,132.8,16514
1772013492.4432125,699.63,-44.24,498.84,13.78,132.8,16531
1772013492.4845762,699.53,-44.19,499.14,13.39,133.0,16537
1772013492.5067847,699.8,-44.3,498.34,13.78,132.6,16533
1772013492.5302963,699.81,-44.29,498.34,13.78,132.6,16529
1772013492.5545623,700.12,-44.43,497.39,14.04,132.2,16136
1772013492.580252,700.13,-44.42,497.37,13.71,132.2,15931
1772013492.5993712,699.75,-44.26,498.49,14.04,132.7,16458
1772013492.6264305,699.59,-44.19,498.96,13.57,132.9,16499
1772013492.6674747,699.63,-44.21,498.84,13.63,132.8,16502
1772013492.7310438,699.75,-44.27,498.49,14.04,132.7,16524
1772013492.793013,700.31,-44.52,496.83,14.04,131.9,16064
1772013492.8572946,699.81,-44.29,498.34,13.78,132.6,16490
1772013492.9227858,699.83,-44.3,498.27,13.67,132.6,16484
1772013492.9800508,699.63,-44.21,498.84,13.78,132.8,16504
1772013493.0390522,699.65,-44.23,498.77,13.76,132.8,16499
1772013493.1008275,699.62,-44.22,498.84,13.78,132.8,16513
1772013493.1560094,699.39,-44.11,499.56,13.5,133.1,16509
1772013493.2243872,699.75,-44.26,498.51,13.57,132.7,16497
1772013493.3008249,699.6,-44.19,498.97,13.63,132.9,16499
1772013493.370038,699.61,-44.2,498.97,13.63,132.9,16501
1772013493.4017162,699.56,-44.18,499.11,13.63,132.9,16500
1772013493.426122,699.76,-44.26,498.51,13.57,132.7,16497
1772013493.4490144,699.82,-44.29,498.31,13.74,132.6,16500
1772013493.4742594,699.74,-44.25,498.57,13.63,132.7,16499
1772013493.4962974,699.83,-44.28,498.29,13.78,132.6,16496
1772013493.518464,699.58,-44.18,499.04,13.57,132.9,16512
1772013493.5649595,699.63,-44.21,498.88,13.78,132.8,16513
1772013493.5921974,699.62,-44.21,498.88,13.78,132.8,16522
1772013493.6454694,699.79,-44.28,498.34,13.78,132.6,16520
1772013493.6767511,699.79,-44.28,498.34,13.78,132.6,16511
1772013493.7137842,699.79,-44.28,498.34,13.78,132.6,16505
1772013493.7344017,699.79,-44.27,498.34,13.78,132.6,16500
1772013493.758259,699.79,-44.27,498.34,13.78,132.6,16500
1772013493.7798595,699.8,-44.27,498.31,13.74,132.6,16501
1772013493.8017046,699.8,-44.27,498.32,13.76,132.6,16501
1772013493.8222265,699.8,-44.27,498.32,13.76,132.6,16507
1772013493.8558843,699.72,-44.24,498.55,13.74,132.7,16532
1772013493.8881066,699.8,-44.27,498.32,13.76,132.6,16502
1772013493.92448,699.8,-44.27,498.32,13.76,132.6,16508
1772013493.9577746,699.63,-44.2,498.84,13.63,132.8,16503
1772013493.9876974,699.81,-44.28,498.31,13.8,132.6,16511
1772013494.0212626,699.81,-44.27,498.32,13.82,132.6,16517
1772013494.0590038,699.66,-44.21,498.77,13.63,132.8,16514
1772013494.09264,699.62,-44.19,498.91,13.63,132.8,16518
1772013494.127376,699.68,-44.22,498.71,13.63,132.8,16541
1772013494.1565588,699.7,-44.23,498.66,13.8,132.7,16508
1772013494.1903024,699.71,-44.23,498.64,13.63,132.7,16501
1772013494.2264278,699.69,-44.22,498.71,13.63,132.8,16506
1772013494.2613604,699.82,-44.28,498.34,13.78,132.6,16510
1772013494.2912521,700.22,-44.45,497.15,13.76,132.1,15964
1772013494.3248897,699.67,-44.22,498.8,13.74,132.8,16483
1772013494.3585346,699.72,-44.24,498.65,13.74,132.7,16504
1772013494.3912776,699.84,-44.29,498.28,13.76,132.6,16523
1772013494.424123,699.71,-44.24,498.66,13.57,132.7,16527
1772013494.4587202,699.72,-44.24,498.66,13.57,132.7,16516
1772013494.4922986,699.59,-44.19,499.04,13.63,132.9,16497
1772013494.5251389,699.72,-44.24,498.64,13.63,132.7,16522
1772013494.5607352,699.61,-44.2,498.97,13.63,132.9,16529
1772013494.5952976,699.67,-44.23,498.8,13.74,132.8,16526
1772013494.6281838,699.63,-44.22,498.91,13.63,132.8,16526
1772013494.6696002,699.65,-44.24,498.8,13.74,132.8,16522
1772013494.7074873,699.73,-44.27,498.57,13.63,132.7,16503
1772013494.7339172,699.82,-44.3,498.32,13.76,132.6,16504
1772013494.7655325,699.75,-44.27,498.55,13.76,132.7,16509
1772013494.7932296,699.76,-44.27,498.51,13.63,132.7,16503
1772013494.8329418,699.82,-44.29,498.32,13.76,132.6,16510
1772013494.8903096,699.76,-44.26,498.51,13.63,132.7,16510
1772013494.929371,699.77,-44.26,498.51,13.63,132.7,16517
1772013494.9778395,699.77,-44.25,498.51,13.63,132.7,16513
1772013495.0019188,699.66,-44.21,498.84,13.63,132.8,16514
1772013495.033237,699.69,-44.23,498.73,13.76,132.8,16510
1772013495.0701654,699.69,-44.23,498.73,13.76,132.8,16507
1772013495.1117606,699.65,-44.22,498.84,13.63,132.8,16507
1772013495.1482778,699.65,-44.22,498.84,13.63,132.8,16519
1772013495.1793401,699.65,-44.22,498.84,13.63,132.8,16514
1772013495.2108905,699.69,-44.24,498.73,13.76,132.8,16515
1772013495.2373505,699.68,-44.24,498.73,13.76,132.8,16509
1772013495.264859,699.67,-44.24,498.75,13.78,132.8,16512
1772013495.291172,699.68,-44.25,498.73,13.76,132.8,16514
1772013495.3181615,699.68,-44.25,498.73,13.76,132.8,16512
1772013495.343328,699.49,-44.17,499.31,13.63,133.0,16522
1772013495.377252,699.44,-44.16,499.44,13.63,133.1,16515
1772013495.4231918,699.67,-44.26,498.75,13.78,132.8,16528
1772013495.4633265,699.67,-44.25,498.75,13.78,132.8,16528
1772013495.5156984,699.65,-44.25,498.79,13.78,132.8,16529
1772013495.5555692,699.65,-44.25,498.79,13.78,132.8,16518
1772013495.5878346,699.74,-44.29,498.49,14.04,132.7,16518
1772013495.6184425,699.68,-44.26,498.68,13.76,132.8,16522
1772013495.657649,699.67,-44.25,498.71,13.78,132.8,16515
1772013495.6967907,699.79,-44.3,498.34,13.78,132.6,16526
1772013495.7412457,699.67,-44.24,498.71,13.78,132.8,16520
1772013495.8008165,699.67,-44.24,498.71,13.78,132.8,16520
1772013495.8457272,699.61,-44.22,498.88,13.78,132.8,16511
1772013495.8797462,699.62,-44.22,498.88,13.78,132.8,16523
1772013495.9040687,699.81,-44.3,498.34,13.78,132.6,16517
1772013495.9276228,699.82,-44.29,498.34,13.78,132.6,16510
